Bloco de Linhas,Bloco Pré-processado,Sentimento
"Num Mundo Mágico de Oz (um Mundo Mágico de Oz) Ei mano, será que ele terá uma chance? Quem vive nessa porra, merece uma revanche","mund mágic oz ( mund mágic oz ) ei man , chanc ? viv ness porr , merec revanch",Negativo
"É um dom que você tem de viver É um dom que você recebe pra sobreviver História chata, mas cê tá ligado Que é bom lembrar: Quem entra, é um em cem pra voltar","dom viv dom receb pra sobreviv histór chat , cê tá lig bom lembr : entr , cem pra volt",Neutro
"Quer dinheiro pra vender? Tem um monte aí Tem dinheiro, quer usar? Tem um monte aí Tudo dentro de casa vira fumaça, é foda Será que Deus deve estar aprovando minha raça?","qu dinh pra vend ? mont aí dinh , qu us ? mont aí tud dentr cas vir fumaç , fod deu dev aprov raç ?",Neutro
"Só desgraça gira em torno daqui Falei do JB ao Piqueri, Mazzei Rezei para o moleque que pediu","desgr gir torn daqu fal jb piquer , mazz rez molequ ped",Negativo
"Qualquer trocado, qualquer moeda Me ajuda tio Pra mim não faz falta, uma moeda não neguei Não quero saber, o que que pega se eu errei","qualqu troc , qualqu moed ajud tio pra mim faz falt , moed neg quer sab , peg err",Neutro
"Independente, a minha parte eu fiz Tirei um sorriso ingênuo, fiquei um terço feliz Se diz que moleque de rua rouba O governo, a polícia, no Brasil quem não rouba?","independ , part fiz tir sorris ingênu , fiq terç feliz diz molequ rua roub govern , políci , brasil roub ?",Negativo
"Ele só não tem diploma pra roubar Ele não esconde atrás de uma farda suja É tudo uma questão de reflexão, irmão","diplom pra roub escond atrás fard suj tud quest reflex , irm",Negativo
"É uma questão de pensar A polícia sempre dá o mau exemplo Lava a minha rua de sangue, leva o ódio pra dentro Pra dentro de cada canto da cidade","quest pens políci sempr dá mau exempl lav rua sang , lev ódi pra dentr pra dentr cad cant cidad",Negativo
Pra cima dos quatro extremos da simplicidade A minha liberdade foi roubada Minha dignidade violentada Que nada dos manos se ligar,pra cim quatr extr simplic liberdad roub dign violent nad man lig,Negativo
"Parar de se matar Amaldiçoar, levar pra longe daqui essa porra Não quero que um filho meu um dia Deus me livre morra Ou um parente meu acabe com um tiro na boca","par mat amaldiço , lev pra long daqu porr quer filh dia deu livr morr parent acab tir boc",Negativo
É preciso eu morrer pra Deus ouvir minha voz Ou transformar aqui no Mundo Mágico de Oz? Queria que Deus ouvisse a minha voz (que Deus ouvisse a minha voz),precis morr pra deu ouv voz transform aqu mund mágic oz ? quer deu ouv voz ( deu ouv voz ),Negativo
"Num Mundo Mágico de Oz (um Mundo Mágico de Oz) Jardim Filhos da Terra e tal Jardim Hebron, Jaçanã e Jova Rural","mund mágic oz ( mund mágic oz ) jardim filh terr tal jardim hebron , jaçanã jov rural",Neutro
"Piqueri, Mazzei, Nova Galvão Jardim Corisco, Fontális e então Campo Limpo, Guarulhos, Jardim Peri JB, Edu Chaves e Tucuruvi","piquer , mazz , nov galv jardim corisc , fontálil ent camp limp , guarulh , jardim per jb , edu chav tucuruv",Neutro
"Alô Doze, Mimosa, São Rafael Zaki Narchi, tem um lugar no céu Às vezes eu fico pensando","alô doz , mim , rafael zak narch , lug céu vez fic pens",Neutro
"Se Deus existe mesmo, morô? Porque meu povo já sofreu demais E continua sofrendo até hoje Só que ai eu vejo os moleque nos farol, na rua","deu exist , morô ? porqu pov sofr demal continu sofr hoj ai vej molequ farol , rua",Negativo
"Muito louco de cola, de pedra E eu penso que poderia ser um filho meu, morô? Mas aí, eu tenho fé Eu tenho fé em Deus","louc col , pedr pens pod filh , morô ? aí , fé fé deu",Negativo
"Você viu aquele mano na porta do bar? Jogando um bilhar, descontraído e pá Cercado de uma pá de camaradas","viu man port bar ? jog bilh , descontra pá cerc pá camar",Neutro
"Da área uma das pessoas mais consideradas Ele não deixa brecha, não fode ninguém Adianta vários lados sem olhar a quem Tem poucos bens, mais que nada","áre pesso consider deix brech , fod ninguém adiant vári lad olh pouc bem , nad",Neutro
"Um Fusca 73 e uma mina apaixonada Ele é feliz e tem o que sempre quis Uma vida humilde porém sossegada Um bom filho, um bom irmão","fusc 73 min apaixon feliz sempr quil vid humild porém sosseg bom filh , bom irm",Neutro
"Um cidadão comum com um pouco de ambição Tem seus defeitos, mas sabe relacionar Você viu aquele mano na porta do bar? (Aquele mano)","cidad comum pouc amb defeit , sab relac viu man port bar ? ( man )",Neutro
"Você viu aquele mano na porta do bar? Ultimamente andei ouvindo ele reclamar Da sua falta de dinheiro, era problema","viu man port bar ? ultim and ouv reclam falt dinh , problem",Negativo
"Que a sua vida pacata já não vale a pena Queria ter um carro confortável Queria ser um cara mais notável Tudo bem, até aí nada posso dizer","vid pacat val pen quer ter carr confort quer car not tud bem , aí nad poss diz",Neutro
"Um cara de destaque eu também quero ser! Ele disse que a amizade é pouco Disse mais, que seu amigo é dinheiro no bolso Particularmente para mim não tem problema nenhum","car destaqu quer ! diss amizad pouc diss , amig dinh bols particul mim problem nenhum",Neutro
"Por mim cada um, cada um Na lei da selva, consumir é necessário Compre mais! Compre mais! Supere o seu adversário","mim cad , cad lei selv , consum necess compr ! compr ! sup advers",Neutro
"Seu status depende da tragédia de alguém É isso, capitalismo selvagem Ele quer ter mais dinheiro, o quanto puder Qual que é desse mano?","statu depend tragéd alguém , capit selv qu ter dinh , quant pud dess man ?",Neutro
"Sei lá qual que é Sou Mano Brown, a testemunha ocular Você viu aquele mano na porta do bar? (Aquele mano)","sei lá man brown , testemunh ocul viu man port bar ? ( man )",Neutro
"Quem é aqueles mano que tava andando com você ontem a noite? É uns mano diferente aí que tá rolando de outra quebrada aí, mas é O seguinte, eu tô agarrando os mano de qualquer jeito, certo?","man tav and ont noit ? um man difer aí tá rol outr quebr aí , seguint , tô agarr man qualqu jeit , cert ?",Neutro
"Nós somo aqui da área mano? Não tem nada a ver com você Já era meu irmão! Já era! Qual que é? Num tô te entendendo, explica isso aí direito","som aqu áre man ? nad ver irm ! ! ? tô entend , explic aí direit",Neutro
Movimento é dinheiro meu irmão Você nunca me deu nada Você viu aquele mano na porta do bar?,mov dinh irm nunc deu nad viu man port bar ?,Negativo
"Ele mudou demais de uns tempos para cá Cercado de uma pá de tipo estranho Que prometem pra ele o mundo dos sonhos Ele tá diferente, não é mais como antes","mud demal um temp cá cerc pá tip estranh promet pra mund sonh tá difer , ant",Negativo
"Agora anda armado a todo instante Não precisa mais dos aliados Negociantes influentes estão ao seu lado Sua mina apaixonada, amiga e solidária","agor and arm tod instant precis ali negoci influ lad min apaixon , amig solidár",Neutro
"Perdeu a posição, agora ele tem várias Várias mulheres, vários clientes, vários artigos Vários dólares e vários inimigos No mercado da droga o mais falado, o mais foda","perd pos , agor vár vár mulh , vári client , vári artig vári dól vári inimig merc drog fal , fod",Negativo
"Em menos de um ano subiu de cotação A ascensão meteórica, vantagem numérica Farinha impura, o ponto que mais fatura Um traficante de estilo bem peculiar","menos ano sub cot ascens meteór , vantag numér far impur , pont fatur trafic estil bem peculi",Neutro
"Você viu aquele mano na porta do bar? (Aquele mano) Ele matou um feinho a sangue-frio Às sete horas da noite, uma pá de gente viu e ouviu","viu man port bar ? ( man ) mat feinh sangue-fri set hor noit , pá gent viu ouv",Negativo
"A distância, dia de cobrança A casa estava cheia, mãe, mulher e criança Quando gritaram o seu nome no portão Não tinha grana pra pagar, perdão é coisa rara","dist , dia cobranç cas chei , mãe , mulh crianç grit nom portã gran pra pag , perd cois rar",Negativo
"Tomou dois tiros no meio da cara A lei da selva é assim, predatória Click, cleck, BUM! Preserve a sua glória Transformação radical, estilo de vida","tom doi tir mei car lei selv assim , predatór click , cleck , bum ! preserv glór transform radic , estil vid",Negativo
"Ontem sossegado e tal, hoje um homicida Ele diz que se garante, não tá nem aí Usou e viciou a molecada daqui Eles estão na dependência doentia","ont sosseg tal , hoj homic diz gar , tá aí usou vici molec daqu depend doent",Negativo
"Não dormem a noite, roubam a noite (Pra cheirar de dia) O tal domínio dos negócios, muita perícia Ele dá baixa, ele ameaça, truta da polícia","dorm noit , roub noit ( pra cheir dia ) tal domíni negóci , muit períc dá baix , ameaç , trut políci",Negativo
Não tem pra ninguém! No momento é o que há Você viu aquele mano na porta do bar? (Aquele mano),pra ninguém ! moment viu man port bar ? ( man ),Neutro
"E aí mano, e aquela fita de ontem a noite? Foi um mano e tal que me devia, mó pilantra safado, queria me dar Perdido, negócio é negócio, dever pra mim é a mesma coisa que Dever pro capeta, dei dois tiro na cara dele, já era, virou os olhos","aí man , fit ont noit ? man tal dev , mó pilantr saf , quer dar perd , negóci negóci , dev pra mim mesm cois dev pro capet , dei doi tir car , , vir olh",Negativo
"Mas e agora, como é que fica? Você tá vendo o movimento na porta do bar? Tem muita gente indo pra lá, o que será?","agor , fic ? tá vend mov port bar ? muit gent ind pra lá , ?",Neutro
"Daqui apenas posso ver uma fita amarela Luzes vermelhas e azuis piscando em volta dela Informações desencontradas, gente indo e vindo Não tô entendendo nada, vários rostos sorrindo","daqu apen poss ver fit amarel luz vermelh azuil pisc volt inform desencontr , gent ind vind tô entend nad , vári rost sorr",Negativo
"Ouço um moleque dizer: Mais um cuzão da lista Dois fulanos numa moto, única pista Eu vejo manchas no chão, eu vejo um homem ali É natural pra mim, infelizmente","ouç molequ diz : cu list doi fulan mot , únic pist vej manch chã , vej hom ali natur pra mim , infeliz",Negativo
"A lei da selva é traiçoeira, surpresa Hoje você é o predador, amanhã é a presa Já posso imaginar, vou confirmar Me aproximei da multidão, obtive a resposta","lei selv traiço , surpr hoj pred , amanhã pres poss imagin , vou confirm aproxim mult , obtiv respost",Negativo
"Você viu aquele mano na porta do bar? Ontem a casa caiu, com uma rajada nas costas Firmeza, firmeza, total","viu man port bar ? ont cas caiu , raj cost firm , firm , total",Negativo
"É desse jeito vagabundo, Almir Guineto e mano brown Foram me chamar to aqui que que há Hã, vagabundo nato!","dess jeit vagabund , alm guinet man brown cham to aqu hã , vagabund nat !",Negativo
[Mano Brown] Um role de vmax um gole de Le Chandon Mãos pobres querem ter o que é bom Mãos nordestinas me ensinou,[ man brown ] rol vmax gol le chandon mão pobr quer ter bom mão nordestin ensin,Neutro
"Que mãos para trás, neguinho, não senhor As mãos de Tyson, ódio, nocaute As mãos do mal também usam esmalte Mãos que apontam, mãos que delatam","mão trá , negu , senh mão tyson , ódi , nocaut mão mal us esmalt mão apont , mão delat",Negativo
"Toda mão tem, mãos tremulas matam Mãos na cabeça o mão branca armou Algemas prende a mão de um sonhador Mãos negras, sinfonia funk","tod mão , mão tremul mat mão cabeç mão branc arm algem prend mão sonh mão negr , sinfon funk",Negativo
"As mãos do rap não usam Mont Blanc Palma da mão, palma, negro dança Soube lavar alma, as mãos que se humilham aos céus Serão as que ergueram troféu","mão rap us mont blanc palm mão , palm , negr danç soub lav alm , mão humilh céu ergu troféu",Neutro
"Demoro já, vou cambá, Porque o samba, em boas mãos tá Michelangelo vive bem perto Em forma de samba ele é Almir Guineto...","demor , vou camb , porqu samb , boa mão tá michelangel viv bem pert form samb alm guinet ...",Neutro
"E ae Brow, Firmeza? Firmeza total, espero ter representado ae Agora a missão ta nas suas mãos, demorô","ae brow , firm ? firm total , esper ter represent ae agor miss ta mão , demorô",Neutro
"[Almir Guineto] Ah, então vou trazer minha clínica geral ae A percussão nacional","[ alm guinet ] ah , ent vou traz clín geral ae percuss nacion",Neutro
"Mãos se rendem, pra outras que tudo levam Quase em extinção, mãos honestas (mãos honestas), amorosas (amorosas) E nossas pobres mãos, bate as cordas Pago pra ver, (pago pra cer, queimar) queimar em brasa","mão rend , pra outr tud lev quas extinç , mão honest ( mão honest ) , amor ( amor ) pobr mão , bat cord pag pra ver , ( pag pra cer , queim ) queim bras",Negativo
"Mãos de baixareis que não condenam o mal Que inocentam réus, em troca do seu metal Mãos de baixareis que não condenam o mal Que inocentam réus, em troca do vil metal","mão baixarel conden mal inocent réu , troc metal mão baixarel conden mal inocent réu , troc vil metal",Negativo
"Em mãos de infiéis la laia... Quem veste não contenta la laia... Governa a diretriz la laia... tão fraudulenta Sem réu e sem juiz, mãos não se acorrenta","mão infiel la lai ... vest content la lai ... govern diretriz la lai ... tão fraudulent réu juiz , mão acorrent",Negativo
"Justiça Põe as mãos na consciência Ato que fez Pilatos la laia... travando tuas mãos Eu vejo que injustiça, com as próprias mãos Mãos que fracassaram na torre de Babel","justiç põe mão consci ato fez pilat la lai ... trav mão vej injustiç , própr mão mão fracass torr babel",Negativo
Porque desafiaram mãos do céu Mãos... [Mano Brown],porqu desafi mão céu mão ... [ man brown ],Negativo
"Verdadeiro poeta é aquele segura a caneta E deixa Deus escrever Como diz a escritura, é o seguinte: Deus usa os loucos pra confundir os sábios","verd poet segur canet deix deu escrev diz escrit , seguint : deu usa louc pra confund sábi",Neutro
